test_index,true,predicted,confidence,margin,true_class_prob,true_rank
982,fishInGroups,shark,0.2585,0.0542,0.119,4
533,fish,rayfish,0.2584,0.0428,0.1594,4
548,fish,coral,0.2578,0.0255,0.1962,3
313,coral,eel,0.2561,0.0195,0.0389,7
555,fish,coral,0.256,0.0375,0.1894,4
1385,seaAnemone,fish,0.2535,0.0252,0.1722,3
1550,turtle,eel,0.2514,0.066,0.0563,6
418,fish,eel,0.247,0.0203,0.2267,2
1117,rayfish,eel,0.2457,0.1,0.1021,3
20,coral,fishInGroups,0.2451,0.0043,0.2335,3
47,coral,turtle,0.2447,0.0195,0.2252,2
34,coral,crab,0.2445,0.0461,0.085,4
967,fishInGroups,fish,0.2445,0.0586,0.1859,2
339,coral,starfish,0.2418,0.1268,0.1071,4
421,fish,eel,0.2416,0.0961,0.1455,2
1281,seaAnemone,coral,0.241,0.0757,0.0757,6
1587,turtle,fish,0.2382,0.0088,0.1588,4
1,coral,turtle,0.2357,0.084,0.1517,2
2,coral,fish,0.2276,0.0158,0.1747,4
606,fish,coral,0.2264,0.0007,0.2257,2
314,coral,crab,0.2262,0.0295,0.1807,4
295,coral,eel,0.2235,0.0404,0.0941,5
350,crab,rayfish,0.2151,0.0106,0.0048,11
250,coral,seaAnemone,0.2132,0.0642,0.1404,4
1404,seaCucumber,eel,0.212,0.0088,0.0458,5
600,fish,fishInGroups,0.2113,0.0285,0.1827,2
1494,squid,jellyfish,0.2106,0.0147,0.1959,2
1142,rayfish,starfish,0.209,0.0103,0.1862,3
1471,shark,fishInGroups,0.2028,0.0565,0.0204,10
1175,rayfish,turtle,0.1959,0.0317,0.1641,2
283,coral,eel,0.1946,0.0198,0.0499,8
1556,turtle,eel,0.1859,0.0252,0.1607,2
1127,rayfish,turtle,0.1858,0.0262,0.142,3
285,coral,starfish,0.1821,0.02,0.0762,7
281,coral,eel,0.1727,0.0116,0.0575,6
1480,shrimp,eel,0.1712,0.0019,0.0217,10
887,fish,coral,0.1686,0.0068,0.1618,2
82,coral,rayfish,0.1651,0.0015,0.1345,3
1348,seaAnemone,rayfish,0.1584,0.0055,0.0435,9
488,fish,coral,0.1545,0.0118,0.1116,3
1239,seaAnemone,eel,0.1215,0.0087,0.0263,16
